location	hits	keyword	geo	gprop	GTREND_QUERY	GEOUNIT_TYPE	GEOUNIT_CODE	QUERY_UID	QUERY_BASETERM
Tilburg		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Antwerp		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Brussels		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
London	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Prague		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Singapore		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Melbourne		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Sydney		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Istanbul		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Warsaw		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Los Angeles		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Buenos Aires		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Mumbai		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Mexico City		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Bengaluru		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
New Delhi		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Jakarta		Amsterdam	world	web	Amsterdam;Wijk 07 Kwadijk	quarter	WK038507	1dab1f11-8d31-43dd-8ec2-b8b063b968db	TRUE
Blaricum	100	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Schiphol	79	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Amsterdam	65	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Amsterdam	64	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Amstelveen	45	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Zaandam	40	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Amsterdam-Zuidoost	39	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Purmerend		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Aalsmeer		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Hoofddorp		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Haarlem	29	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Hilversum		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Almere	24	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Alkmaar		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Utrecht	18	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Lelystad		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
The Hague	15	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Leiden		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Amersfoort		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Delft		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Arnhem		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Rotterdam	10	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Apeldoorn		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Eindhoven		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
's-Hertogenbosch		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Breda		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Zwolle		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Nijmegen		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Groningen		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Tilburg		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Antwerp		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Brussels		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
London	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Prague		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Singapore		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Melbourne		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Sydney		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Istanbul		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Warsaw		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Los Angeles		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Buenos Aires		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Mumbai		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Mexico City		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Bengaluru		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
New Delhi		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Jakarta		Amsterdam	world	web	Amsterdam;Wijk 08 Schardam	quarter	WK038508	862bac99-4e32-4101-bbf5-2388a3e7709e	TRUE
Blaricum	100	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Schiphol	79	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Amsterdam	65	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Amsterdam	64	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Amstelveen	45	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Zaandam	40	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Amsterdam-Zuidoost	39	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Purmerend		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Aalsmeer		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Hoofddorp		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Haarlem	29	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Hilversum		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Almere	24	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Alkmaar		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Utrecht	18	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Lelystad		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
The Hague	15	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Leiden		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Amersfoort		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Delft		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Arnhem		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Rotterdam	10	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Apeldoorn		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Eindhoven		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
's-Hertogenbosch		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Breda		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Zwolle		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Nijmegen		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Groningen		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Tilburg		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Antwerp		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Brussels		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
London	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Prague		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Wijk 09 Hobrede	quarter	WK038509	3a872c17-0dbb-426d-85bd-a55cdb300860	TRUE
